Population,ID,Prob,P,Q
2,60,1,45,39
2,60,5,42,39
2,60,10,60,36
2,131,0,65,38
2,131,1,62,38
2,131,5,53,40
2,131,10,64,38
2,8,0,50,40
2,8,1,45,40
2,8,5,42,41
2,8,10,60,38
2,20,0,50,40
2,20,1,45,40
2,20,5,42,41
2,20,10,60,38
2,117,0,65,37
2,117,1,62,37
2,117,5,53,37
2,117,10,64,37
2,86,0,50,-158
2,86,1,45,-158
2,86,5,42,-158
2,86,10,60,-107
2,110,0,65,34
2,110,1,62,34
2,110,5,53,36
2,110,10,64,34
2,74,0,50,-131
2,74,1,45,-131
2,74,5,42,-131
2,74,10,60,-131
2,185,0,65,37
2,185,1,62,37
2,185,5,53,41
2,185,10,64,37
2,6,0,50,42
2,6,1,45,42
2,6,5,42,42
2,6,10,60,40
2,67,0,50,-157
2,67,1,45,-157
2,67,5,42,-157
2,67,10,60,-157
2,176,0,65,37
2,176,1,62,37
2,176,5,53,40
2,176,10,64,37
2,57,0,50,41
2,57,1,45,41
2,57,5,42,41
2,57,10,60,39
2,24,0,50,38
2,24,1,45,38
2,24,5,42,38
2,24,10,60,34
2,109,0,65,37
2,109,1,62,37
2,109,5,53,37
2,109,10,64,37
2,125,0,65,39
2,125,1,62,39
2,125,5,53,39
2,125,10,64,39
2,43,0,50,41
2,43,1,45,41
2,43,5,42,42
2,43,10,60,41
2,143,0,65,35
2,143,1,62,35
2,143,5,53,38
2,143,10,64,35
2,93,0,50,-110
2,93,1,45,-94
2,93,5,42,-98
2,93,10,60,-121
2,199,0,65,-112
2,199,1,62,-112
2,199,5,53,-101
2,199,10,64,-112
2,141,0,65,38
2,141,1,62,38
2,141,5,53,38
2,141,10,64,38
2,34,0,50,35
2,34,1,45,37
2,34,5,42,37
2,34,10,60,34
2,94,0,50,-122
2,94,1,45,-122
2,94,5,42,-122
2,94,10,60,-146
2,97,0,50,-136
2,97,1,45,-136
2,97,5,42,-136
2,97,10,60,-136
2,18,0,50,39
2,18,1,45,39
2,18,5,42,39
2,18,10,60,36
2,30,0,50,39
2,30,1,45,39
2,30,5,42,39
2,30,10,60,39
2,75,0,50,-129
2,75,1,45,-129
2,75,5,42,-92
2,75,10,60,-129
2,184,0,65,39
2,184,1,62,39
2,184,5,53,41
2,184,10,64,39
2,1,0,50,43
2,1,1,45,43
2,1,5,42,44
2,1,10,60,43
2,65,0,50,38
2,65,1,45,38
2,65,5,42,39
2,65,10,60,34
2,54,0,50,39
2,54,1,45,39
2,54,5,42,39
2,54,10,60,39
2,156,0,65,36
2,156,1,62,36
2,156,5,53,38
2,156,10,64,36
2,13,0,50,39
2,13,1,45,39
2,13,5,42,39
2,13,10,60,36
2,92,0,50,-114
2,92,1,45,-114
2,92,5,42,-114
2,92,10,60,-125
2,48,0,50,39
2,48,1,45,39
2,48,5,42,39
2,114,0,65,38
2,114,1,62,38
2,114,5,53,41
2,114,10,64,38
2,152,0,65,35
2,152,1,62,35
2,152,5,53,38
2,152,10,64,35
2,39,0,50,35
2,39,1,45,35
2,39,10,60,35
2,26,0,50,39
2,26,1,45,39
2,26,5,42,39
2,26,10,60,36
2,111,0,65,34
2,111,1,62,39
2,111,5,53,39
2,111,10,64,34
2,146,0,65,41
2,146,1,62,41
2,146,5,53,41
2,115,0,65,37
2,115,1,62,37
2,115,5,53,41
2,115,10,64,37
2,118,0,65,37
2,118,1,62,37
2,118,5,53,40
2,118,10,64,37
2,100,0,50,-165
2,100,1,45,-165
2,100,5,42,-165
2,100,10,60,-165
2,167,0,65,37
2,167,1,62,37
2,167,5,53,39
2,167,10,64,37
2,136,0,65,42
2,136,1,62,42
2,136,5,53,42
2,116,0,65,41
2,116,1,62,41
2,116,5,53,41
2,116,10,64,41
2,144,0,65,38
2,144,1,62,38
2,144,5,53,38
2,134,0,65,37
2,134,1,62,37
2,134,5,53,37
2,134,10,64,37
2,17,0,50,38
2,17,1,45,38
2,17,5,42,38
2,17,10,60,38
2,12,0,50,37
2,12,1,45,38
2,12,5,42,38
2,12,10,60,37
2,25,0,50,41
2,25,1,45,41
2,25,5,42,44
2,25,10,60,41
2,59,0,50,37
2,59,1,45,37
2,59,5,42,37
2,59,10,60,37
2,108,0,65,45
2,108,1,62,45
2,108,5,53,46
2,108,10,64,45
2,85,0,50,-104
2,85,1,45,-104
2,85,5,42,-104
2,85,10,60,-116
2,175,0,65,34
2,175,1,62,34
2,175,5,53,38
2,175,10,64,34
2,173,0,65,39
2,173,1,62,39
2,173,5,53,39
2,173,10,64,39
2,161,0,65,37
2,161,1,62,37
2,161,5,53,40
2,161,10,64,37
2,50,0,50,40
2,50,1,45,40
2,50,5,42,40
2,50,10,60,40
2,197,0,65,-104
2,197,1,62,-116
2,197,5,53,-116
2,197,10,64,-116
2,98,0,50,-148
2,98,1,45,-82
2,98,5,42,-97
2,98,10,60,-148
3,203,0,45,0
3,203,1,47,0
3,203,5,45,0
3,203,10,45,0
3,201,0,43,0
3,201,1,45,0
3,201,5,43,0
3,201,10,43,0
3,202,0,49,0
3,202,1,49,0
3,202,5,47,0
3,202,10,47,0
3,125,0,49,38
3,125,1,49,38
3,125,5,47,38
3,125,10,47,38
3,12,0,43,39
3,12,1,45,39
3,12,5,43,39
3,12,10,43,39
3,62,0,43,42
3,62,1,45,42
3,62,5,43,42
3,62,10,43,42
3,200,0,49,-127
3,200,1,49,-127
3,200,5,47,-127
3,200,10,47,-127
3,175,0,49,42
3,175,1,49,42
3,175,5,47,42
3,175,10,47,42
3,27,0,43,40
3,27,1,45,40
3,27,5,43,40
3,27,10,43,40
3,14,0,43,39
3,14,1,45,39
3,14,5,43,39
3,14,10,43,39
3,120,0,49,37
3,120,1,49,37
3,120,5,47,37
3,120,10,47,37
3,169,0,49,38
3,169,1,49,38
3,169,5,47,38
3,169,10,47,38
3,91,0,43,-148
3,91,1,45,-148
3,91,5,43,-148
3,91,10,43,-148
3,19,0,43,40
3,19,1,45,39
3,19,5,43,40
3,19,10,43,40
3,96,0,43,-102
3,96,1,45,-88
3,96,5,43,-102
3,96,10,43,-102
3,73,0,43,-100
3,73,1,45,-108
3,73,5,43,-100
3,73,10,43,-100
3,171,0,49,39
3,171,1,49,39
3,171,5,47,39
3,171,10,47,39
3,5,0,43,41
3,5,1,45,40
3,5,5,43,41
3,5,10,43,41
3,25,0,43,37
3,25,1,45,37
3,25,5,43,37
3,25,10,43,37
3,89,0,43,-117
3,89,1,45,-117
3,89,5,43,-117
3,89,10,43,-117
3,58,0,43,39
3,58,1,45,39
3,58,5,43,39
3,58,10,43,39
3,23,0,43,39
3,23,1,45,39
3,23,5,43,39
3,23,10,43,39
3,24,0,43,40
3,24,1,45,40
3,24,5,43,40
3,24,10,43,40
3,193,0,49,-175
3,193,1,49,-175
3,193,5,47,-175
3,193,10,47,-175
3,9,0,43,36
3,9,1,45,36
3,9,5,43,36
3,9,10,43,36
3,187,0,49,38
3,187,1,49,38
3,187,5,47,38
3,97,0,43,-104
3,97,5,43,-104
3,97,10,43,-104
3,55,0,43,42
3,55,1,45,41
3,55,5,43,42
3,55,10,43,42
3,147,0,49,42
3,147,1,49,42
3,147,5,47,42
3,147,10,47,42
3,39,0,43,40
3,39,1,45,40
3,39,5,43,40
3,39,10,43,40
3,92,0,43,-79
3,92,1,45,-127
3,92,5,43,-79
3,92,10,43,-79
3,20,0,43,39
3,20,1,45,39
3,20,5,43,39
3,20,10,43,39
3,173,0,49,37
3,173,1,49,37
3,173,5,47,37
3,173,10,47,37
3,100,0,43,-163
3,100,1,45,-163
3,100,5,43,-163
3,100,10,43,-163
3,136,0,49,42
3,136,1,49,42
3,136,5,47,42
3,136,10,47,42
3,196,0,49,-166
3,196,1,49,-166
3,196,5,47,-166
3,196,10,47,-166
3,150,0,49,37
3,150,1,49,37
3,150,5,47,37
3,150,10,47,37
3,127,0,49,41
3,127,1,49,41
3,127,5,47,41
3,127,10,47,41
3,159,0,49,38
3,159,1,49,38
3,159,10,47,38
3,59,0,43,36
3,59,1,45,36
3,59,5,43,36
3,59,10,43,36
3,182,0,49,37
3,182,1,49,37
3,182,5,47,37
3,99,0,43,-196
3,99,1,45,-196
3,99,5,43,-196
3,99,10,43,-196
3,1,0,43,42
3,1,1,45,42
3,1,5,43,42
3,157,0,49,39
3,157,1,49,39
3,157,5,47,39
3,157,10,47,39
3,10,0,43,42
3,10,1,45,42
3,10,5,43,42
3,172,0,49,40
3,172,1,49,40
3,172,5,47,40
3,172,10,47,40
3,105,0,49,42
3,105,1,49,42
3,105,5,47,42
3,105,10,47,42
3,191,0,49,-113
3,191,1,49,-113
3,191,5,47,-102
3,191,10,47,-102
3,141,0,49,40
3,141,1,49,40
3,141,5,47,40
3,141,10,47,40
3,7,0,43,42
3,7,1,45,42
3,7,5,43,42
3,7,10,43,42
3,131,0,49,37
3,131,1,49,37
3,131,5,47,37
3,131,10,47,37
3,4,0,43,37
3,4,1,45,37
3,4,5,43,37
3,4,10,43,37
3,75,0,43,-126
3,75,1,45,-126
3,75,5,43,-126
3,75,10,43,-126
3,64,0,43,39
3,64,1,45,39
3,64,5,43,39
3,64,10,43,39
3,153,0,49,42
3,153,1,49,42
3,153,5,47,42
3,153,10,47,42
3,63,0,43,38
3,63,1,45,38
3,63,5,43,38
3,195,0,49,-209
3,195,1,49,-209
3,195,5,47,-209
3,195,10,47,-209
3,121,0,49,41
3,121,1,49,41
3,121,5,47,41
3,121,10,47,41
3,15,0,43,39
3,15,1,45,39
3,15,5,43,39
3,15,10,43,39
3,17,0,43,43
3,17,1,45,43
3,17,5,43,43
3,17,10,43,43
3,44,0,43,39
3,44,1,45,39
3,44,5,43,39
3,152,0,49,36
3,152,1,49,36
3,152,5,47,36
3,152,10,47,36
3,174,0,49,40
3,174,1,49,40
3,174,5,47,40
3,174,10,47,40
3,26,0,43,37
3,26,1,45,37
3,26,5,43,37
3,48,0,43,38
3,48,1,45,38
3,48,5,43,38
3,48,10,43,38
3,88,0,43,-130
3,88,1,45,-130
3,88,5,43,-130
3,88,10,43,-130
3,31,0,43,41
3,31,1,45,41
3,31,5,43,41
3,31,10,43,41
3,52,0,43,39
3,52,1,45,39
3,52,5,43,39
3,52,10,43,39
3,109,0,49,41
3,109,1,49,41
3,109,5,47,41
3,124,0,49,43
3,124,1,49,43
3,124,5,47,43
3,124,10,47,43
3,154,0,49,34
3,154,1,49,34
3,154,5,47,34
3,154,10,47,34
3,83,0,43,-142
3,83,1,45,-142
3,83,5,43,-142
3,83,10,43,-142
3,158,0,49,38
3,158,1,49,38
3,158,5,47,38
3,158,10,47,38
3,107,0,49,42
3,107,1,49,42
3,107,5,47,42
3,107,10,47,42
3,137,0,49,42
3,137,1,49,42
3,137,5,47,42
3,137,10,47,42
3,190,0,49,40
3,190,1,49,40
3,190,5,47,40
3,190,10,47,40
3,76,0,43,-123
3,76,1,45,-123
3,76,5,43,-123
3,76,10,43,-123
3,70,0,43,-125
3,70,1,45,-125
3,70,5,43,-125
3,70,10,43,-125
3,46,0,43,41
3,46,1,45,41
3,46,5,43,41
3,46,10,43,41
3,33,0,43,43
3,33,1,45,42
3,33,5,43,43
3,33,10,43,43
3,161,0,49,40
3,161,1,49,40
3,161,5,47,40
3,161,10,47,40
3,118,0,49,39
3,118,1,49,39
3,118,5,47,39
3,118,10,47,39
3,183,0,49,40
3,183,1,49,40
3,183,5,47,40
3,183,10,47,40
3,79,0,43,-110
3,79,1,45,-110
3,79,5,43,-110
3,79,10,43,-110
3,77,0,43,-193
3,77,1,45,-193
3,77,5,43,-193
3,30,0,43,37
3,30,1,45,37
3,30,5,43,37
3,30,10,43,37
3,95,0,43,-136
3,95,1,45,-136
3,95,5,43,-136
3,95,10,43,-136
3,148,0,49,38
3,148,1,49,38
3,148,5,47,38
3,148,10,47,38
3,61,0,43,43
3,61,1,45,43
3,61,10,43,43
3,178,0,49,40
3,178,1,49,40
3,178,5,47,40
3,178,10,47,40
3,138,0,49,36
3,138,1,49,36
3,138,5,47,36
3,138,10,47,36
3,68,0,43,-153
3,68,1,45,-153
3,68,5,43,-153
3,68,10,43,-153
3,134,0,49,38
3,134,1,49,38
3,134,5,47,38
3,134,10,47,38
3,117,0,49,38
3,117,1,49,38
3,117,5,47,38
3,117,10,47,38
3,143,0,49,40
3,143,1,49,40
3,143,5,47,40
3,143,10,47,40
3,67,0,43,-79
3,67,1,45,-106
3,67,5,43,-79
3,67,10,43,-79
3,34,0,43,40
3,34,1,45,39
3,34,5,43,40
3,34,10,43,40
3,66,0,43,-132
3,66,1,45,-132
3,66,5,43,-132
3,47,0,43,42
3,47,1,45,42
3,47,5,43,42
3,47,10,43,42
3,184,0,49,39
3,184,1,49,39
3,184,10,47,39
3,181,0,49,36
3,181,1,49,36
3,181,5,47,36
3,181,10,47,36
3,28,0,43,37
3,28,1,45,37
3,28,5,43,37
3,28,10,43,37
3,41,0,43,40
3,41,1,45,40
3,41,5,43,40
3,41,10,43,40
3,128,0,49,40
3,128,1,49,40
3,128,5,47,40
3,128,10,47,40
3,186,0,49,36
3,186,5,47,36
3,186,10,47,36
3,132,0,49,41
3,132,1,49,41
3,132,10,47,41
3,129,0,49,39
3,129,1,49,39
3,129,5,47,39
3,129,10,47,39
3,81,0,43,-114
3,81,1,45,-114
3,81,5,43,-114
3,142,0,49,36
3,142,1,49,36
3,142,10,47,36
3,163,0,49,35
3,163,1,49,35
3,163,5,47,35
3,163,10,47,35
3,104,0,49,37
3,104,1,49,37
3,104,10,47,37
3,65,0,43,41
3,65,1,45,41
3,65,5,43,41
3,65,10,43,41
3,86,0,43,-104
3,86,1,45,-104
3,86,5,43,-104
3,86,10,43,-104
3,180,0,49,41
3,180,1,49,41
3,180,5,47,41
3,180,10,47,41
3,18,0,43,41
3,18,1,45,41
3,18,5,43,41
3,18,10,43,41
3,192,0,49,-123
3,192,1,49,-123
3,192,5,47,-93
3,192,10,47,-93
3,98,0,43,-102
3,98,1,45,-160
3,98,5,43,-102
3,98,10,43,-102
3,56,0,43,42
3,56,1,45,41
3,56,5,43,42
3,110,0,49,42
3,110,1,49,42
3,110,5,47,42
3,110,10,47,42
3,78,0,43,-167
3,78,1,45,-167
3,78,5,43,-167
3,78,10,43,-167
3,188,0,49,35
3,188,1,49,35
3,188,5,47,35
3,188,10,47,35
3,22,0,43,37
3,22,1,45,37
3,170,0,49,37
3,170,1,49,37
3,170,5,47,37
3,170,10,47,37
3,53,0,43,39
3,53,1,45,39
3,53,5,43,39
3,53,10,43,39
3,29,0,43,41
3,29,1,45,40
3,29,5,43,41
3,29,10,43,41
3,21,0,43,39
3,21,1,45,39
3,21,5,43,39
3,21,10,43,39
3,177,0,49,41
3,177,1,49,41
3,177,5,47,41
3,116,0,49,39
3,116,1,49,39
3,116,5,47,39
3,116,10,47,39
3,80,0,43,-89
3,80,1,45,-133
3,80,5,43,-89
3,80,10,43,-89
3,145,0,49,44
3,145,1,49,44
3,145,5,47,44
3,145,10,47,44
3,162,0,49,39
3,162,1,49,39
3,162,5,47,39
3,162,10,47,39
3,50,0,43,41
3,50,1,45,41
3,50,5,43,41
3,50,10,43,41
3,176,0,49,40
3,176,1,49,40
3,176,5,47,40
3,155,0,49,42
3,155,1,49,42
3,155,5,47,42
3,155,10,47,42
3,133,0,49,38
3,133,1,49,38
3,133,5,47,38
3,133,10,47,38
3,43,0,43,36
3,43,1,45,36
3,43,5,43,36
3,43,10,43,36
3,194,0,49,-151
3,194,1,49,-151
3,194,5,47,-151
3,194,10,47,-151
3,11,0,43,39
3,11,1,45,38
3,11,5,43,39
3,11,10,43,39
3,103,0,49,38
3,103,1,49,38
3,103,5,47,38
3,103,10,47,38
3,166,0,49,39
3,166,1,49,39
3,166,5,47,39
3,166,10,47,39
3,185,0,49,42
3,185,1,49,42
3,185,5,47,42
3,185,10,47,42
3,160,0,49,41
3,160,1,49,41
3,160,5,47,41
3,160,10,47,41
3,149,0,49,36
3,149,1,49,36
3,149,5,47,36
3,149,10,47,36
3,69,0,43,-120
3,69,1,45,-120
3,69,10,43,-120
3,168,0,49,39
3,168,1,49,39
3,168,5,47,39
3,168,10,47,39
3,112,0,49,37
3,112,1,49,37
3,112,5,47,37
3,156,0,49,42
3,156,1,49,42
3,156,5,47,42
3,2,0,43,40
3,2,1,45,36
3,2,5,43,40
3,2,10,43,40
3,82,0,43,-150
3,82,1,45,-150
3,82,5,43,-150
3,82,10,43,-150
3,84,0,43,-91
3,84,1,45,-91
3,84,5,43,-91
3,84,10,43,-91
3,87,0,43,-127
3,87,1,45,-127
3,87,5,43,-127
3,87,10,43,-127
3,123,0,49,35
3,123,1,49,35
3,123,5,47,35
3,123,10,47,35
3,102,0,49,41
3,102,1,49,41
3,102,5,47,41
3,102,10,47,41
3,16,0,43,39
3,16,1,45,39
3,16,5,43,39
3,16,10,43,39
3,144,0,49,40
3,144,1,49,40
3,144,5,47,40
3,144,10,47,40
3,119,0,49,41
3,119,1,49,41
3,119,5,47,41
3,119,10,47,41
3,6,0,43,36
3,6,1,45,36
3,6,5,43,36
3,6,10,43,36
3,139,0,49,36
3,139,1,49,36
3,139,5,47,36
3,139,10,47,36
3,32,0,43,42
3,32,1,45,42
3,32,5,43,42
3,32,10,43,42
3,197,0,49,-200
3,197,1,49,-200
3,197,5,47,-200
3,197,10,47,-200
3,101,0,49,43
3,101,1,49,43
3,101,5,47,43
3,101,10,47,43
3,164,0,49,39
3,164,1,49,39
3,164,5,47,39
3,164,10,47,39
3,57,0,43,41
3,57,1,45,41
3,57,5,43,41
3,57,10,43,41
3,49,0,43,44
3,49,1,45,44
3,49,5,43,44
3,49,10,43,44
3,60,0,43,45
3,60,1,45,44
3,60,5,43,45
3,60,10,43,45
3,108,0,49,39
3,108,1,49,39
3,108,5,47,39
3,108,10,47,39
3,115,0,49,39
3,115,1,49,39
3,115,5,47,39
3,115,10,47,39
3,93,0,43,-226
3,93,1,45,-226
3,93,10,43,-226
3,111,0,49,40
3,111,1,49,40
3,111,5,47,40
3,111,10,47,40
3,54,0,43,41
3,54,1,45,41
3,54,10,43,41
3,130,0,49,40
3,130,1,49,40
3,130,5,47,40
3,130,10,47,40
3,199,0,49,-137
3,199,1,49,-137
3,199,5,47,-137
3,199,10,47,-137
3,165,0,49,39
3,165,1,49,39
3,165,5,47,39
3,165,10,47,39
3,126,0,49,41
3,126,1,49,41
3,126,5,47,41
3,126,10,47,41
3,74,0,43,-136
3,74,1,45,-136
3,74,5,43,-136
3,74,10,43,-136
3,198,0,49,-99
3,198,1,49,-99
3,198,5,47,-110
3,113,0,49,39
3,113,1,49,39
3,113,5,47,39
3,113,10,47,39
3,179,0,49,38
3,179,1,49,38
3,179,5,47,38
3,179,10,47,38
3,167,0,49,39
3,167,1,49,39
3,167,5,47,39
3,167,10,47,39
3,13,0,43,37
3,13,1,45,36
3,13,5,43,37
3,13,10,43,37
3,35,0,43,38
3,35,1,45,38
3,35,5,43,38
3,35,10,43,38
3,146,0,49,38
3,146,1,49,38
3,146,5,47,38
3,146,10,47,38
3,151,0,49,39
3,151,1,49,39
3,151,5,47,39
3,36,0,43,44
3,36,1,45,43
3,36,5,43,44
3,36,10,43,44
3,42,0,43,38
3,42,1,45,38
3,42,5,43,38
3,42,10,43,38
3,94,0,43,-106
3,94,1,45,-133
3,94,5,43,-106
3,94,10,43,-106
3,37,0,43,41
3,37,1,45,40
3,37,5,43,41
3,37,10,43,41
3,45,0,43,37
3,45,1,45,37
3,45,5,43,37
3,45,10,43,37
3,72,0,43,-105
3,72,1,45,-105
3,72,5,43,-105
3,72,10,43,-105
3,189,0,49,39
3,189,1,49,39
3,189,5,47,39
3,189,10,47,39
3,8,0,43,40
3,8,1,45,40
3,8,5,43,40
3,8,10,43,40
3,140,0,49,35
3,140,1,49,35
3,140,5,47,35
3,140,10,47,35
3,40,0,43,39
3,40,1,45,39
3,40,5,43,39
3,40,10,43,39
3,71,0,43,-108
3,71,1,45,-108
3,71,5,43,-108
3,71,10,43,-108
3,90,0,43,-103
3,90,1,45,-103
3,90,5,43,-103
3,90,10,43,-103
3,51,0,43,39
3,51,1,45,39
3,51,5,43,39
3,51,10,43,39
3,38,0,43,37
3,38,1,45,37
3,38,5,43,37
3,38,10,43,37
3,85,0,43,-158
3,85,1,45,-158
3,85,5,43,-158
3,85,10,43,-158
3,3,0,43,38
3,3,1,45,38
3,3,5,43,38
3,3,10,43,38
3,106,0,49,39
3,106,1,49,39
3,106,5,47,39
3,106,10,47,39
3,122,0,49,39
3,122,1,49,39
3,122,5,47,39
3,114,0,49,37
3,114,1,49,37
3,114,5,47,37
3,114,10,47,37
3,135,0,49,39
3,135,1,49,39
3,135,5,47,39
3,135,10,47,39
4,203,0,52,0
4,203,1,58,0
4,203,5,56,0
4,203,10,66,0
4,202,0,62,0
4,202,1,60,0
4,202,5,58,0
4,202,10,68,0
4,201,0,50,0
4,201,1,56,0
4,201,5,54,0
4,201,10,64,0
4,145,0,62,35
4,145,1,60,39
4,145,5,58,39
4,15,0,50,39
4,15,1,56,39
4,15,5,54,39
4,15,10,64,37
4,25,0,50,36
4,25,1,56,34
4,25,5,54,34
4,25,10,64,34
4,71,0,50,-138
4,71,1,56,-161
4,71,5,54,-161
4,71,10,64,-138
4,128,0,62,41
4,128,1,60,41
4,128,5,58,41
4,128,10,68,41
4,190,0,62,38
4,190,1,60,38
4,190,5,58,40
4,190,10,68,38
4,163,0,62,40
4,163,1,60,40
4,163,5,58,40
4,163,10,68,40
4,2,0,50,36
4,2,1,56,36
4,2,5,54,36
4,2,10,64,35
4,138,0,62,37
4,138,1,60,37
4,138,5,58,37
4,138,10,68,36
4,115,0,62,38
4,115,1,60,38
4,115,5,58,38
4,115,10,68,38
4,23,0,50,37
4,23,1,56,37
4,23,5,54,37
4,23,10,64,35
4,84,0,50,-121
4,84,1,56,-100
4,84,5,54,-121
4,84,10,64,-140
4,177,0,62,36
4,177,1,60,36
4,177,5,58,36
4,177,10,68,34
4,141,0,62,39
4,141,1,60,39
4,141,5,58,39
4,141,10,68,32
4,97,0,50,-169
4,97,1,56,-169
4,97,5,54,-169
4,97,10,64,-169
4,136,0,62,40
4,136,1,60,40
4,136,5,58,40
4,136,10,68,40
4,95,0,50,-111
4,95,1,56,-111
4,95,5,54,-111
4,95,10,64,-111
4,161,0,62,41
4,161,1,60,41
4,161,5,58,41
4,161,10,68,41
4,4,0,50,39
4,4,1,56,39
4,4,5,54,39
4,4,10,64,35
4,57,0,50,35
4,57,1,56,35
4,57,5,54,35
4,57,10,64,33
4,142,0,62,37
4,142,1,60,37
4,142,5,58,37
4,142,10,68,37
4,26,0,50,41
4,26,1,56,41
4,26,5,54,41
4,26,10,64,38
4,48,0,50,36
4,48,1,56,36
4,48,5,54,36
4,48,10,64,34
4,154,0,62,37
4,154,1,60,41
4,154,5,58,41
4,154,10,68,37
4,37,0,50,44
4,37,1,56,44
4,37,5,54,44
4,37,10,64,41
4,36,0,50,41
4,36,1,56,39
4,36,5,54,39
4,36,10,64,39
4,123,0,62,36
4,123,1,60,36
4,123,5,58,36
4,169,0,62,37
4,169,5,58,37
4,169,10,68,37
4,83,0,50,-103
4,83,1,56,-103
4,83,10,64,-103
4,140,0,62,39
4,140,1,60,39
4,140,5,58,39
4,140,10,68,39
4,5,0,50,40
4,5,1,56,37
4,89,0,50,-108
4,89,1,56,-108
4,89,5,54,-108
4,89,10,64,-116
4,126,0,62,39
4,126,1,60,39
4,126,5,58,39
4,61,0,50,40
4,61,1,56,40
4,61,5,54,40
4,61,10,64,36
4,60,0,50,39
4,60,1,56,39
4,60,5,54,39
4,63,0,50,34
4,63,1,56,34
4,63,5,54,34
4,119,0,62,37
4,119,1,60,40
4,119,5,58,40
4,119,10,68,37
4,130,0,62,37
4,130,1,60,37
4,130,5,58,37
4,130,10,68,35
4,111,0,62,35
4,111,1,60,36
4,111,5,58,36
4,111,10,68,35
4,13,0,50,40
4,13,1,56,40
4,13,5,54,40
4,13,10,64,36
4,68,0,50,-109
4,68,1,56,-114
4,68,5,54,-109
4,68,10,64,-114
4,45,0,50,41
4,45,1,56,41
4,45,5,54,41
4,45,10,64,41
4,31,0,50,40
4,31,1,56,40
4,31,5,54,40
4,31,10,64,40
4,41,0,50,38
4,41,1,56,38
4,41,5,54,38
4,41,10,64,38
4,44,0,50,41
4,44,1,56,41
4,44,5,54,41
4,44,10,64,40
4,43,0,50,42
4,43,1,56,42
4,43,10,64,42
4,46,0,50,39
4,46,1,56,39
4,46,5,54,39
4,46,10,64,39
4,184,0,62,40
4,184,1,60,41
4,184,5,58,41
4,184,10,68,40
4,106,0,62,37
4,106,1,60,37
4,106,5,58,37
4,106,10,68,37
4,9,0,50,42
4,9,1,56,42
4,9,5,54,42
4,85,0,50,-104
4,85,1,56,-111
4,85,5,54,-111
4,196,0,62,-133
4,196,1,60,-103
4,196,5,58,-119
4,196,10,68,-133
4,176,0,62,38
4,176,1,60,41
4,176,5,58,41
4,176,10,68,38
4,174,0,62,36
4,174,1,60,38
4,174,5,58,38
4,174,10,68,36
4,75,0,50,-126
4,75,1,56,-126
4,75,5,54,-126
4,67,0,50,-158
4,67,1,56,-158
4,67,5,54,-158
4,67,10,64,-158
4,117,0,62,42
4,117,1,60,42
4,117,5,58,42
4,117,10,68,42
4,58,0,50,43
4,58,1,56,43
4,58,5,54,43
4,58,10,64,40
4,104,0,62,34
4,104,1,60,34
4,104,10,68,34
4,134,0,62,37
4,134,1,60,37
4,134,5,58,37
4,134,10,68,37
4,168,0,62,40
4,168,1,60,40
4,168,5,58,40
4,88,0,50,-104
4,88,1,56,-114
4,88,5,54,-104
4,88,10,64,-114
4,56,0,50,38
4,56,1,56,35
4,56,5,54,38
4,56,10,64,35
4,20,0,50,40
4,20,1,56,38
4,20,5,54,38
4,20,10,64,38
4,98,0,50,-112
4,98,1,56,-127
4,98,5,54,-127
4,98,10,64,-127
4,165,0,62,42
4,165,1,60,42
4,165,5,58,42
4,165,10,68,40
4,42,0,50,43
4,42,1,56,43
4,42,5,54,43
4,42,10,64,43
4,38,0,50,41
4,38,1,56,41
4,38,5,54,41
4,38,10,64,41
4,139,0,62,40
4,139,1,60,40
4,139,5,58,40
4,139,10,68,40
4,147,0,62,40
4,147,1,60,40
4,147,5,58,40
4,147,10,68,40
4,81,0,50,-118
4,81,1,56,-118
4,81,5,54,-118
4,81,10,64,-118
4,178,0,62,41
4,178,1,60,41
4,178,5,58,41
4,178,10,68,38
4,122,0,62,38
4,122,1,60,38
4,122,5,58,38
4,122,10,68,38
4,195,0,62,-126
4,195,1,60,-126
4,195,5,58,-126
4,195,10,68,-115
4,179,0,62,39
4,179,1,60,39
4,179,5,58,39
4,179,10,68,39
4,113,0,62,34
4,113,1,60,34
4,113,10,68,34
4,132,0,62,40
4,132,1,60,40
4,132,10,68,40
4,76,0,50,-120
4,76,1,56,-120
4,76,5,54,-120
4,76,10,64,-120
4,64,0,50,38
4,64,1,56,38
4,64,5,54,38
4,64,10,64,37
4,62,0,50,38
4,62,1,56,36
4,62,5,54,38
4,62,10,64,36
4,66,0,50,-138
4,66,1,56,-138
4,66,5,54,-138
4,66,10,64,-138
4,86,0,50,-171
4,86,1,56,-171
4,86,5,54,-171
4,86,10,64,-171
4,156,0,62,34
4,156,1,60,34
4,156,5,58,34
4,156,10,68,32
4,143,0,62,38
4,143,1,60,38
4,143,5,58,38
4,143,10,68,38
4,73,0,50,-103
4,73,1,56,-103
4,73,5,54,-103
4,73,10,64,-103
4,108,0,62,39
4,108,1,60,39
4,108,5,58,39
4,108,10,68,39
4,198,0,62,-189
4,198,1,60,-189
4,198,5,58,-189
4,198,10,68,-189
4,193,0,62,-164
4,193,1,60,-164
4,193,5,58,-164
4,193,10,68,-164
4,100,0,50,-161
4,100,1,56,-161
